active_policy_name,after_object_position_live,budget_remaining_after_selection,budget_selection_reason,candidate_rank_by_ev,candidate_selected_by_budget,case_list_matched,case_list_source,case_list_source_row_idx,decision_confidence,decision_detections_considered,decision_matched_distance,decision_matches_oracle,decision_reason,decision_stale,expected_verification_value,found_position_after_revisit,instance_ambiguity_detected,instance_ambiguity_reason,memory_mutated,memory_new_position,memory_old_position,memory_update_action,memory_update_boundary,memory_update_candidate_location,memory_update_confidence,memory_update_instrumented,memory_update_old_location,memory_update_source,nav_search_positions_probed,nav_search_used,oracle_distance,oracle_reason,oracle_stale_label,p_stale_estimate,policy_reason,policy_should_verify,remembered_location,revisit_action,revisit_source,row_claim_boundary,row_idx,scene,seed,selection_policy_name,spawn_action,spawn_success,stale_action_cost,target,target_idx,target_object_id,target_visible_after_revisit_sweep,targeted_case_reason,teleport_success,true_location_offline,uncertainty_inputs,uncertainty_model_name,uncertainty_reason,verification_budget,verification_cost,verifier_name,verifier_used,visibility_error
expected_verification_value_v1,"{'x': -0.9508419036865234, 'y': 0.47366613149642944, 'z': 5.553868293762207}",9,selected_by_expected_verification_value_budget,1,True,False,,,1.0,150,0.0377,False,nearest_after_detection_normalized_frame_distance,False,0.77,,True,high_same_type_detection_density_gsam_instance_confusion,False,,,none,controller-backed evidence-guided memory refresh from live revisit detector-verifier evidence; mutated in memory-store snapshot only; not persistent storage; not recovery search; not task success,,1.0,True,FloorPlan201:Newspaper|-02.76|+00.68|+01.18@before,verified_fresh_or_no_stale_detector_evidence,3,False,4.7354,metadata_position_delta_offline_only,True,0.82,target_not_visible_after_revisit_sweep;expected_verification_value_above_threshold,True,FloorPlan201:Newspaper|-02.76|+00.68|+01.18@before,TeleportFull,nearest_reachable_to_remembered_before_location,"controller-backed closed-loop GSAM stale-memory detection; InitialRandomSpawn occurs live; TeleportFull is a shortcut to remembered before-location and nearby positions for limited nav search; no TeleportObject; oracle metadata is offline labels only; nav search is limited position-hopping, not step-by-step navigation; not full navigation, manipulation, or task success",0,FloorPlan201,7,expected_verification_value_budgeted_v1,InitialRandomSpawn,True,1.0,Newspaper,0,Newspaper|-02.76|+00.68|+01.18,False,,True,FloorPlan201:Newspaper_ed198726@after,"{'detector_confidence': 0.0, 'depth_consistency': None, 'object_mobility_prior': 0.85, 'time_interval': 1.0, 'task_importance': 1.0, 'historical_failure': 0.0, 'scene_change_score': 1.0, 'target_visible_after_revisit': False, 'visibility_error': 'target_not_visible_after_revisit_sweep', 'distance_from_remembered': None, 'teleport_success': True}",deterministic_live_revisit_uncertainty_v1,target_not_visible_after_revisit_sweep,,0.05,grounded_sam2,True,target_not_visible_after_revisit_sweep
expected_verification_value_v1,"{'x': -2.7128233909606934, 'y': 0.6909467577934265, 'z': 1.052130937576294}",4,selected_by_expected_verification_value_budget,6,True,False,,,0.0,0,,True,no_matching_detection,True,0.77,"{'x': -2.7128233909606934, 'y': 0.6909467577934265, 'z': 1.052130937576294}",False,,True,"{'x': -2.7128233909606934, 'y': 0.6909467577934265, 'z': 1.052130937576294}","{'x': -2.831773519515991, 'y': 0.6845981478691101, 'z': 1.509493350982666}",propose_detector_evidence_refresh,controller-backed evidence-guided memory refresh from live revisit detector-verifier evidence; mutated in memory-store snapshot only; not persistent storage; not recovery search; not task success,"{'x': -2.7128233909606934, 'y': 0.6909467577934265, 'z': 1.052130937576294}",0.0,True,FloorPlan201:Pencil|-02.83|+00.68|+01.51@before,live_controller_revisit_detector_verifier_evidence,1,True,0.4726,metadata_position_delta_offline_only,True,0.82,visible_target_displaced_from_remembered_location;expected_verification_value_above_threshold,True,FloorPlan201:Pencil|-02.83|+00.68|+01.51@before,TeleportFull,nearest_reachable_to_remembered_before_location,"controller-backed closed-loop GSAM stale-memory detection; InitialRandomSpawn occurs live; TeleportFull is a shortcut to remembered before-location and nearby positions for limited nav search; no TeleportObject; oracle metadata is offline labels only; nav search is limited position-hopping, not step-by-step navigation; not full navigation, manipulation, or task success",1,FloorPlan201,7,expected_verification_value_budgeted_v1,InitialRandomSpawn,True,1.0,Pencil,1,Pencil|-02.83|+00.68|+01.51,True,,True,FloorPlan201:Pencil|-02.71|+00.69|+01.05@after,"{'detector_confidence': 1.0, 'depth_consistency': 0.0548, 'object_mobility_prior': 0.85, 'time_interval': 1.0, 'task_importance': 1.0, 'historical_failure': 0.0, 'scene_change_score': 1.0, 'target_visible_after_revisit': True, 'visibility_error': None, 'distance_from_remembered': 0.4725775177473248, 'teleport_success': True}",deterministic_live_revisit_uncertainty_v1,visible_target_displaced_from_remembered_location,,0.05,grounded_sam2,True,
expected_verification_value_v1,"{'x': -2.3260958194732666, 'y': 0.6103488802909851, 'z': 4.689018726348877}",8,selected_by_expected_verification_value_budget,2,True,False,,,1.0,150,0.0377,False,nearest_after_detection_normalized_frame_distance,False,0.77,,True,high_same_type_detection_density_gsam_instance_confusion,False,,,none,controller-backed evidence-guided memory refresh from live revisit detector-verifier evidence; mutated in memory-store snapshot only; not persistent storage; not recovery search; not task success,,1.0,True,FloorPlan201:Newspaper|-02.76|+00.68|+01.18@before,verified_fresh_or_no_stale_detector_evidence,3,False,3.5383,metadata_position_delta_offline_only,True,0.82,target_not_visible_after_revisit_sweep;expected_verification_value_above_threshold,True,FloorPlan201:Newspaper|-02.76|+00.68|+01.18@before,TeleportFull,nearest_reachable_to_remembered_before_location,"controller-backed closed-loop GSAM stale-memory detection; InitialRandomSpawn occurs live; TeleportFull is a shortcut to remembered before-location and nearby positions for limited nav search; no TeleportObject; oracle metadata is offline labels only; nav search is limited position-hopping, not step-by-step navigation; not full navigation, manipulation, or task success",2,FloorPlan201,11,expected_verification_value_budgeted_v1,InitialRandomSpawn,True,1.0,Newspaper,0,Newspaper|-02.76|+00.68|+01.18,False,,True,FloorPlan201:Newspaper_ed198726@after,"{'detector_confidence': 0.0, 'depth_consistency': None, 'object_mobility_prior': 0.85, 'time_interval': 1.0, 'task_importance': 1.0, 'historical_failure': 0.0, 'scene_change_score': 1.0, 'target_visible_after_revisit': False, 'visibility_error': 'target_not_visible_after_revisit_sweep', 'distance_from_remembered': None, 'teleport_success': True}",deterministic_live_revisit_uncertainty_v1,target_not_visible_after_revisit_sweep,,0.05,grounded_sam2,True,target_not_visible_after_revisit_sweep
expected_verification_value_v1,"{'x': -2.2689051628112793, 'y': 0.6909470558166504, 'z': 1.2991938591003418}",3,selected_by_expected_verification_value_budget,7,True,False,,,0.0,0,,True,no_matching_detection,True,0.77,"{'x': -2.2689051628112793, 'y': 0.6909470558166504, 'z': 1.2991938591003418}",False,,True,"{'x': -2.2689051628112793, 'y': 0.6909470558166504, 'z': 1.2991938591003418}","{'x': -2.831773519515991, 'y': 0.6845982074737549, 'z': 1.5094934701919556}",propose_detector_evidence_refresh,controller-backed evidence-guided memory refresh from live revisit detector-verifier evidence; mutated in memory-store snapshot only; not persistent storage; not recovery search; not task success,"{'x': -2.2689051628112793, 'y': 0.6909470558166504, 'z': 1.2991938591003418}",0.0,True,FloorPlan201:Pencil|-02.83|+00.68|+01.51@before,live_controller_revisit_detector_verifier_evidence,1,True,0.6009,metadata_position_delta_offline_only,True,0.82,visible_target_displaced_from_remembered_location;expected_verification_value_above_threshold,True,FloorPlan201:Pencil|-02.83|+00.68|+01.51@before,TeleportFull,nearest_reachable_to_remembered_before_location,"controller-backed closed-loop GSAM stale-memory detection; InitialRandomSpawn occurs live; TeleportFull is a shortcut to remembered before-location and nearby positions for limited nav search; no TeleportObject; oracle metadata is offline labels only; nav search is limited position-hopping, not step-by-step navigation; not full navigation, manipulation, or task success",3,FloorPlan201,11,expected_verification_value_budgeted_v1,InitialRandomSpawn,True,1.0,Pencil,1,Pencil|-02.83|+00.68|+01.51,True,,True,FloorPlan201:Pencil_b282d60f@after,"{'detector_confidence': 1.0, 'depth_consistency': 0.0, 'object_mobility_prior': 0.85, 'time_interval': 1.0, 'task_importance': 1.0, 'historical_failure': 0.0, 'scene_change_score': 1.0, 'target_visible_after_revisit': True, 'visibility_error': None, 'distance_from_remembered': 0.6008716280577299, 'teleport_success': True}",deterministic_live_revisit_uncertainty_v1,visible_target_displaced_from_remembered_location,,0.05,grounded_sam2,True,
expected_verification_value_v1,"{'x': -2.047060489654541, 'y': 0.6894252896308899, 'z': 1.0519264936447144}",7,selected_by_expected_verification_value_budget,3,True,False,,,1.0,150,0.0377,False,nearest_after_detection_normalized_frame_distance,False,0.77,"{'x': -2.047060489654541, 'y': 0.6894252896308899, 'z': 1.0519264936447144}",True,high_same_type_detection_density_gsam_instance_confusion,False,,,none,controller-backed evidence-guided memory refresh from live revisit detector-verifier evidence; mutated in memory-store snapshot only; not persistent storage; not recovery search; not task success,,1.0,True,FloorPlan201:Newspaper|-02.76|+00.68|+01.18@before,verified_fresh_or_no_stale_detector_evidence,1,True,0.7231,metadata_position_delta_offline_only,True,0.82,visible_target_displaced_from_remembered_location;expected_verification_value_above_threshold,True,FloorPlan201:Newspaper|-02.76|+00.68|+01.18@before,TeleportFull,nearest_reachable_to_remembered_before_location,"controller-backed closed-loop GSAM stale-memory detection; InitialRandomSpawn occurs live; TeleportFull is a shortcut to remembered before-location and nearby positions for limited nav search; no TeleportObject; oracle metadata is offline labels only; nav search is limited position-hopping, not step-by-step navigation; not full navigation, manipulation, or task success",4,FloorPlan201,29,expected_verification_value_budgeted_v1,InitialRandomSpawn,True,1.0,Newspaper,0,Newspaper|-02.76|+00.68|+01.18,True,,True,FloorPlan201:Newspaper_ed198726@after,"{'detector_confidence': 1.0, 'depth_consistency': 0.0, 'object_mobility_prior': 0.85, 'time_interval': 1.0, 'task_importance': 1.0, 'historical_failure': 0.0, 'scene_change_score': 1.0, 'target_visible_after_revisit': True, 'visibility_error': None, 'distance_from_remembered': 0.7231212585748086, 'teleport_success': True}",deterministic_live_revisit_uncertainty_v1,visible_target_displaced_from_remembered_location,,0.05,grounded_sam2,True,
expected_verification_value_v1,"{'x': -2.480984926223755, 'y': 0.6448278427124023, 'z': 4.9996771812438965}",2,selected_by_expected_verification_value_budget,8,True,False,,,0.0,0,,True,no_matching_detection,True,0.77,,False,,True,"{'x': -2.480984926223755, 'y': 0.6448278427124023, 'z': 4.9996771812438965}","{'x': -2.831773519515991, 'y': 0.6845980286598206, 'z': 1.5094935894012451}",propose_detector_evidence_refresh,controller-backed evidence-guided memory refresh from live revisit detector-verifier evidence; mutated in memory-store snapshot only; not persistent storage; not recovery search; not task success,,0.0,True,FloorPlan201:Pencil|-02.83|+00.68|+01.51@before,live_controller_revisit_detector_verifier_evidence,3,False,3.5078,metadata_position_delta_offline_only,True,0.82,target_not_visible_after_revisit_sweep;expected_verification_value_above_threshold,True,FloorPlan201:Pencil|-02.83|+00.68|+01.51@before,TeleportFull,nearest_reachable_to_remembered_before_location,"controller-backed closed-loop GSAM stale-memory detection; InitialRandomSpawn occurs live; TeleportFull is a shortcut to remembered before-location and nearby positions for limited nav search; no TeleportObject; oracle metadata is offline labels only; nav search is limited position-hopping, not step-by-step navigation; not full navigation, manipulation, or task success",5,FloorPlan201,29,expected_verification_value_budgeted_v1,InitialRandomSpawn,True,1.0,Pencil,1,Pencil|-02.83|+00.68|+01.51,False,,True,FloorPlan201:Pencil_b282d60f@after,"{'detector_confidence': 0.0, 'depth_consistency': None, 'object_mobility_prior': 0.85, 'time_interval': 1.0, 'task_importance': 1.0, 'historical_failure': 0.0, 'scene_change_score': 1.0, 'target_visible_after_revisit': False, 'visibility_error': 'target_not_visible_after_revisit_sweep', 'distance_from_remembered': None, 'teleport_success': True}",deterministic_live_revisit_uncertainty_v1,target_not_visible_after_revisit_sweep,,0.05,grounded_sam2,True,target_not_visible_after_revisit_sweep
expected_verification_value_v1,"{'x': -1.8349915742874146, 'y': 0.7463170886039734, 'z': -0.20282483100891113}",6,selected_by_expected_verification_value_budget,4,True,False,,,1.0,150,0.0377,False,nearest_after_detection_normalized_frame_distance,False,0.77,"{'x': -1.8349915742874146, 'y': 0.7463170886039734, 'z': -0.20282483100891113}",True,high_same_type_detection_density_gsam_instance_confusion,False,,,none,controller-backed evidence-guided memory refresh from live revisit detector-verifier evidence; mutated in memory-store snapshot only; not persistent storage; not recovery search; not task success,,1.0,True,FloorPlan201:Newspaper|-02.76|+00.68|+01.18@before,verified_fresh_or_no_stale_detector_evidence,2,True,1.661,metadata_position_delta_offline_only,True,0.82,visible_target_displaced_from_remembered_location;expected_verification_value_above_threshold,True,FloorPlan201:Newspaper|-02.76|+00.68|+01.18@before,TeleportFull,nearest_reachable_to_remembered_before_location,"controller-backed closed-loop GSAM stale-memory detection; InitialRandomSpawn occurs live; TeleportFull is a shortcut to remembered before-location and nearby positions for limited nav search; no TeleportObject; oracle metadata is offline labels only; nav search is limited position-hopping, not step-by-step navigation; not full navigation, manipulation, or task success",6,FloorPlan201,31,expected_verification_value_budgeted_v1,InitialRandomSpawn,True,1.0,Newspaper,0,Newspaper|-02.76|+00.68|+01.18,True,,True,FloorPlan201:Newspaper_ed198726@after,"{'detector_confidence': 1.0, 'depth_consistency': 0.0, 'object_mobility_prior': 0.85, 'time_interval': 1.0, 'task_importance': 1.0, 'historical_failure': 0.0, 'scene_change_score': 1.0, 'target_visible_after_revisit': True, 'visibility_error': None, 'distance_from_remembered': 1.6610265160442712, 'teleport_success': True}",deterministic_live_revisit_uncertainty_v1,visible_target_displaced_from_remembered_location,,0.05,grounded_sam2,True,
expected_verification_value_v1,"{'x': -2.2508201599121094, 'y': 0.10862158238887787, 'z': 4.9220123291015625}",1,selected_by_expected_verification_value_budget,9,True,False,,,0.0,0,,True,no_matching_detection,True,0.77,,False,,True,"{'x': -2.2508201599121094, 'y': 0.10862158238887787, 'z': 4.9220123291015625}","{'x': -2.831773519515991, 'y': 0.6845981478691101, 'z': 1.509493350982666}",propose_detector_evidence_refresh,controller-backed evidence-guided memory refresh from live revisit detector-verifier evidence; mutated in memory-store snapshot only; not persistent storage; not recovery search; not task success,,0.0,True,FloorPlan201:Pencil|-02.83|+00.68|+01.51@before,live_controller_revisit_detector_verifier_evidence,3,False,3.4616,metadata_position_delta_offline_only,True,0.82,target_not_visible_after_revisit_sweep;expected_verification_value_above_threshold,True,FloorPlan201:Pencil|-02.83|+00.68|+01.51@before,TeleportFull,nearest_reachable_to_remembered_before_location,"controller-backed closed-loop GSAM stale-memory detection; InitialRandomSpawn occurs live; TeleportFull is a shortcut to remembered before-location and nearby positions for limited nav search; no TeleportObject; oracle metadata is offline labels only; nav search is limited position-hopping, not step-by-step navigation; not full navigation, manipulation, or task success",7,FloorPlan201,31,expected_verification_value_budgeted_v1,InitialRandomSpawn,True,1.0,Pencil,1,Pencil|-02.83|+00.68|+01.51,False,,True,FloorPlan201:Pencil_b282d60f@after,"{'detector_confidence': 0.0, 'depth_consistency': None, 'object_mobility_prior': 0.85, 'time_interval': 1.0, 'task_importance': 1.0, 'historical_failure': 0.0, 'scene_change_score': 1.0, 'target_visible_after_revisit': False, 'visibility_error': 'target_not_visible_after_revisit_sweep', 'distance_from_remembered': None, 'teleport_success': True}",deterministic_live_revisit_uncertainty_v1,target_not_visible_after_revisit_sweep,,0.05,grounded_sam2,True,target_not_visible_after_revisit_sweep
expected_verification_value_v1,"{'x': -2.7612719535827637, 'y': 0.24760714173316956, 'z': 6.135395526885986}",5,selected_by_expected_verification_value_budget,5,True,False,,,1.0,150,0.0377,False,nearest_after_detection_normalized_frame_distance,False,0.77,,True,high_same_type_detection_density_gsam_instance_confusion,False,,,none,controller-backed evidence-guided memory refresh from live revisit detector-verifier evidence; mutated in memory-store snapshot only; not persistent storage; not recovery search; not task success,,1.0,True,FloorPlan201:Newspaper|-02.76|+00.68|+01.18@before,verified_fresh_or_no_stale_detector_evidence,3,False,4.9581,metadata_position_delta_offline_only,True,0.82,target_not_visible_after_revisit_sweep;expected_verification_value_above_threshold,True,FloorPlan201:Newspaper|-02.76|+00.68|+01.18@before,TeleportFull,nearest_reachable_to_remembered_before_location,"controller-backed closed-loop GSAM stale-memory detection; InitialRandomSpawn occurs live; TeleportFull is a shortcut to remembered before-location and nearby positions for limited nav search; no TeleportObject; oracle metadata is offline labels only; nav search is limited position-hopping, not step-by-step navigation; not full navigation, manipulation, or task success",8,FloorPlan201,37,expected_verification_value_budgeted_v1,InitialRandomSpawn,True,1.0,Newspaper,0,Newspaper|-02.76|+00.68|+01.18,False,,True,FloorPlan201:Newspaper_ed198726@after,"{'detector_confidence': 0.0, 'depth_consistency': None, 'object_mobility_prior': 0.85, 'time_interval': 1.0, 'task_importance': 1.0, 'historical_failure': 0.0, 'scene_change_score': 1.0, 'target_visible_after_revisit': False, 'visibility_error': 'target_not_visible_after_revisit_sweep', 'distance_from_remembered': None, 'teleport_success': True}",deterministic_live_revisit_uncertainty_v1,target_not_visible_after_revisit_sweep,,0.05,grounded_sam2,True,target_not_visible_after_revisit_sweep
expected_verification_value_v1,"{'x': -2.8997726440429688, 'y': 0.614741325378418, 'z': -0.20023690164089203}",0,selected_by_expected_verification_value_budget,10,True,False,,,0.0,0,,True,no_matching_detection,True,0.77,,False,,True,"{'x': -2.8997726440429688, 'y': 0.614741325378418, 'z': -0.20023690164089203}","{'x': -2.831773519515991, 'y': 0.6845982074737549, 'z': 1.5094934701919556}",propose_detector_evidence_refresh,controller-backed evidence-guided memory refresh from live revisit detector-verifier evidence; mutated in memory-store snapshot only; not persistent storage; not recovery search; not task success,,0.0,True,FloorPlan201:Pencil|-02.83|+00.68|+01.51@before,live_controller_revisit_detector_verifier_evidence,3,False,1.7111,metadata_position_delta_offline_only,True,0.82,target_not_visible_after_revisit_sweep;expected_verification_value_above_threshold,True,FloorPlan201:Pencil|-02.83|+00.68|+01.51@before,TeleportFull,nearest_reachable_to_remembered_before_location,"controller-backed closed-loop GSAM stale-memory detection; InitialRandomSpawn occurs live; TeleportFull is a shortcut to remembered before-location and nearby positions for limited nav search; no TeleportObject; oracle metadata is offline labels only; nav search is limited position-hopping, not step-by-step navigation; not full navigation, manipulation, or task success",9,FloorPlan201,37,expected_verification_value_budgeted_v1,InitialRandomSpawn,True,1.0,Pencil,1,Pencil|-02.83|+00.68|+01.51,False,,True,FloorPlan201:Pencil_b282d60f@after,"{'detector_confidence': 0.0, 'depth_consistency': None, 'object_mobility_prior': 0.85, 'time_interval': 1.0, 'task_importance': 1.0, 'historical_failure': 0.0, 'scene_change_score': 1.0, 'target_visible_after_revisit': False, 'visibility_error': 'target_not_visible_after_revisit_sweep', 'distance_from_remembered': None, 'teleport_success': True}",deterministic_live_revisit_uncertainty_v1,target_not_visible_after_revisit_sweep,,0.05,grounded_sam2,True,target_not_visible_after_revisit_sweep
